Quarter,Region,Mean earnings of full quarter jobs,Mean earnings of continuing jobs,Mean earnings of new hires,Mean earnings ratio (%),Median earnings of full quarters jobs,Median earnings of continuing jobs,Median earnings of new hires,Median earnings ratio (%),Total filled jobs,Worker accessions,Worker separations,Worker turnover rate (%),Jobs creation,Job destruction,Total earnings
,Taranaki,14360,15060,10480,69.6,12430,13000,9230,71,47830,7330,6520,14.6,3890,3080,675256600
,Manawatu-Wanganui,12800,13430,9690,72.2,11480,12000,8660,72.2,95200,15070,13610,15.2,7790,6330,1182808900
,Wellington,16470,17400,12230,70.3,13750,14550,10110,69.5,246500,42720,34690,16,22020,13980,3963788900
,Tasman,12370,12930,9990,77.3,11180,11700,9230,78.9,19390,4200,3830,20.9,2320,1950,230366500
,Nelson,13120,13620,10830,79.5,11540,11980,9480,79.1,25350,4300,3970,16.4,2080,1750,322884800
,Marlborough,13250,13790,10160,73.7,11960,12410,9450,76.2,20910,4470,4360,21.2,2030,1920,269692100
,West Coast,12860,13370,10780,80.6,11620,12100,9640,79.7,12980,2030,2240,16.4,910,1120,167520500
,Canterbury,14170,14820,11300,76.3,12580,13130,10100,76.9,281520,48420,42090,16.3,25370,19040,3883662200
,Otago,13070,13870,9510,68.6,11680,12360,8550,69.2,101600,18490,18390,18.2,9030,8930,1288759800
,Southland,12780,13360,9540,71.4,11770,12300,8850,72,43320,6380,7450,15.8,3240,4310,548206600
1/03/2017,Northland,13100,13580,9920,73.1,11390,11850,8740,73.8,54620,8730,9510,16.6,4010,4790,682174200
,Auckland,15970,16570,11580,69.9,13180,13710,9710,70.8,714310,110910,121680,16.2,47200,57960,11006815100
,Waikato,13590,14080,10260,72.9,12000,12460,9280,74.5,172500,28090,30750,16.9,12760,15420,2266087800
,Bay of Plenty,13040,13530,10080,74.5,11400,11860,8660,73,115530,19690,24140,18.6,8310,12760,1452833200
,Gisborne,12270,12690,9450,74.5,10890,11320,8550,75.5,19610,4880,4030,23.2,3020,2170,221687300
,Hawke's Bay,12700,13250,9820,74.1,11340,11910,9020,75.7,69450,14470,12900,19.9,7490,5920,843324800
,Taranaki,14650,15140,10470,69.2,12180,12600,9060,71.9,47060,6240,7290,14.2,2830,3880,672311300
,Manawatu-Wanganui,12890,13250,9930,74.9,11560,11910,8930,75,93700,12930,15390,14.9,5720,8180,1171471200
,Wellington,16250,16700,12810,76.7,13610,14000,10270,73.4,238470,34430,39780,15.4,15380,20730,3743970500
,Tasman,12110,12670,9170,72.4,10870,11420,8870,77.7,19010,3910,3590,20,1920,1600,220879500
,Nelson,12800,13170,10090,76.6,11290,11620,8850,76.2,25020,4150,3860,16.1,2010,1730,310371600
,Marlborough,12810,13330,10300,77.3,11660,12230,9160,74.9,20800,4190,4460,20.7,1990,2270,254984200
,West Coast,12970,13380,10860,81.2,11700,12150,9450,77.8,13190,2360,2450,18.1,1260,1340,167738500
,Canterbury,14030,14460,10850,75,12430,12800,9720,75.9,275180,41520,48290,16.1,19310,26090,3748177600
,Otago,13240,13760,10270,74.6,11670,12150,9360,77,101480,19450,17780,18.5,9660,8000,1280436700
,Southland,12960,13330,10470,78.5,11890,12140,10050,82.8,44390,7630,7060,16.6,4230,3660,555060200
1/12/2016,Northland,13610,14060,10620,75.5,11890,12260,9540,77.8,55420,9180,7070,14.9,4750,2640,707789300
,Auckland,16430,17010,12280,72.2,13730,14200,10470,73.7,724880,112200,93760,14.4,49030,30590,11316434900
,Waikato,14410,14910,11000,73.8,12610,13040,9830,75.4,175120,28570,22080,14.7,14160,7670,2384998300
,Bay of Plenty,13620,14120,10500,74.4,11940,12380,9370,75.7,120060,22670,19650,17.9,10550,7530,1525764600
,Gisborne,12890,13280,10530,79.3,11280,11550,9550,82.7,18760,3660,2910,17.9,1980,1240,219818600
,Hawke's Bay,13120,13540,10050,74.2,11770,12130,9310,76.8,67780,12750,9210,16.6,6420,2880,837207300
,Taranaki,14800,15210,11410,75,12590,12940,9710,75,48140,6470,5400,12.5,3150,2080,682341700
,Manawatu-Wanganui,13180,13560,10410,76.8,11770,12100,9410,77.8,96160,13680,11820,13.4,6690,4830,1207765900
,Wellington,17070,17550,13010,74.1,14220,14720,10670,72.5,243880,33520,30750,13.3,14200,11440,4003143600
,Tasman,12680,13110,10010,76.4,11250,11620,9060,78,18610,3940,2700,18.6,2270,1030,219527900
,Nelson,13460,13860,10300,74.3,11750,12130,9230,76.1,24830,3740,3480,14.7,1520,1250,321126900
,Marlborough,13310,13740,10520,76.6,11960,12290,9790,79.7,21060,4420,4300,20.7,1960,1840,262817500
,West Coast,13500,13940,10640,76.3,12220,12720,9780,76.9,13330,2190,1510,14.2,1200,520,173112000
,Canterbury,14590,15020,11400,75.9,12980,13350,10400,77.9,282050,42820,36420,14.2,20190,13790,3921001600
,Otago,13640,14100,10230,72.6,12090,12500,9360,74.9,99750,17220,16590,17,7840,7200,1283055600
,Southland,13390,13840,10500,75.9,12160,12560,9990,79.5,43900,7310,5130,14.4,4100,1920,563608200
1/09/2016,Northland,12800,13240,9880,74.6,11250,11620,8810,75.8,53510,7530,7600,14.1,3410,3490,665672500
,Auckland,15960,16560,11880,71.7,13120,13620,10040,73.7,708520,101470,99500,14.2,38800,36840,10977097400
,Waikato,13550,13990,10560,75.5,12000,12360,9660,78.2,169310,25040,24410,14.6,10700,10070,2222102000
,Bay of Plenty,13020,13480,10200,75.7,11360,11750,8980,76.4,117060,19740,26160,19.1,8590,15010,1454597800
,Gisborne,11890,12240,9530,77.9,10620,10920,8580,78.6,18010,3200,3290,18,1650,1740,202327700
,Hawke's Bay,12580,12960,10100,77.9,11220,11570,9150,79.1,64400,9580,13160,17.2,4050,7630,781765600
,Taranaki,14220,14620,10840,74.2,12110,12460,9920,79.6,47060,5770,6140,12.6,2560,2930,658461800
,Manawatu-Wanganui,12640,13030,9620,73.8,11280,11640,8630,74.1,94280,12870,12360,13.4,5820,5310,1157198200
,Wellington,16110,16610,12280,73.9,13500,13930,10290,73.9,238690,31750,30910,13.2,12050,11210,3747314200
,Tasman,11710,12100,9450,78.1,10410,10780,8510,78.9,17230,2770,3950,18.8,1300,2490,195222600
,Nelson,12820,13180,10120,76.8,11240,11580,9120,78.8,24250,3430,3360,14,1420,1360,304694000
,Marlborough,12660,13040,9680,74.2,11440,11740,8760,74.6,21000,4090,3590,18.5,2220,1710,257051500
,West Coast,13090,13280,11910,89.7,11750,12000,10330,86.1,12640,1580,1830,13.4,680,930,167731400
,Canterbury,13990,14430,10920,75.7,12370,12730,9940,78.1,274850,38400,38110,13.9,16050,15760,3737174400
,Otago,12820,13230,10480,79.2,11310,11720,9160,78.2,99200,16600,15320,16.2,7630,6350,1223148500
,Southland,12550,12860,10290,80,11480,11740,9690,82.5,42170,6090,7330,15.7,2740,3970,515062000
1/06/2016,Northland,12650,13270,10190,76.8,11160,11720,8830,75.3,53560,9820,8420,17.2,5420,4020,655305600
,Auckland,15560,16400,11650,71,12970,13650,10000,73.3,706640,121140,100710,15.9,59390,38960,10664263900
,Waikato,13400,14050,10570,75.2,11980,12500,9240,73.9,168860,27740,26290,16.1,14020,12570,2201336300
,Bay of Plenty,12850,13540,10090,74.5,11240,11860,9040,76.2,123490,31120,19730,21.6,19760,8370,1485109500
,Gisborne,12020,12720,9270,72.9,10520,11090,8110,73.1,18070,3630,3920,20.7,1830,2110,206440900
,Hawke's Bay,12440,13080,9980,76.3,11210,11770,9260,78.7,67970,13850,12580,19.6,7260,5980,810400500
,Taranaki,13990,14490,11620,80.2,12050,12520,9240,73.8,47430,6890,6720,14.4,3720,3550,660847800
,Manawatu-Wanganui,12520,13130,9580,73,11240,11730,8530,72.7,93780,13990,12700,14.3,6780,5500,1141917800
,Wellington,16040,16830,12380,73.6,13460,14160,10180,71.9,237720,38820,32040,15.1,20390,13600,3721618200
,Tasman,11730,12210,9780,80.1,10650,11000,9090,82.6,18420,4040,4060,22.2,2110,2140,208938900
,Nelson,12730,13230,10440,78.9,11180,11640,8880,76.3,24220,4020,3900,16.3,1850,1730,300230300
,Marlborough,12750,13300,10300,77.4,11490,12000,9210,76.8,20500,4140,4740,21.4,1690,2290,253464800
,West Coast,12900,13460,9420,70,11660,12170,8600,70.7,12890,1830,2240,15.6,920,1330,167744600
,Canterbury,13770,14390,11100,77.1,12270,12790,9930,77.6,274460,45230,40150,15.7,23650,18570,3684063500
,Otago,12620,13370,9410,70.4,11280,11960,8120,67.9,97920,19070,21120,20.3,10320,12370,1201042500
,Southland,12530,13090,9710,74.2,11590,12130,8820,72.7,43390,6330,7490,15.7,3410,4560,537394700
1/03/2016,Northland,12900,13390,9260,69.2,11260,11700,8050,68.8,52330,7990,9250,16.3,3520,4770,650521600
,Auckland,15700,16310,11030,67.6,12980,13490,9310,69,686030,100440,110480,15.3,41090,51130,10409133200
,Waikato,13440,13920,9610,69,11870,12290,8580,69.8,167300,25030,28400,15.8,11480,14850,2167457700
,Bay of Plenty,12900,13420,9330,69.5,11250,11700,8080,69.1,112260,18290,22080,17.7,7530,11320,1386635000
,Gisborne,12090,12460,9490,76.2,10730,11080,8470,76.4,18390,3860,3940,21.2,1910,2000,206846000
,Hawke's Bay,12520,13110,9210,70.3,11210,11790,8630,73.2,66730,13680,13240,20.2,6870,6440,797248300
,Taranaki,14740,15160,10770,71,12180,12500,9230,73.8,47180,5900,6730,13.3,2710,3540,683375200
,Manawatu-Wanganui,12780,13160,9590,72.9,11430,11760,8720,74.2,92420,12740,14470,14.6,5620,7360,1137767900
,Wellington,16110,16530,12750,77.1,13490,13850,10310,74.4,230990,31450,36700,14.6,13010,18260,3604562800
,Tasman,11620,12180,8290,68.1,10400,10890,7950,73,18020,4160,3350,21.3,2310,1490,200829400
,Nelson,12640,13040,9390,72,11180,11560,8560,74.1,24490,4310,4270,17.6,2030,1990,296615400
,Marlborough,12640,13100,9730,74.3,11470,12000,8980,74.8,21090,4430,4020,20.2,2220,1800,252607100
,West Coast,13200,13640,10150,74.4,11730,12170,9160,75.3,13290,1950,2150,15.4,820,1020,173531900
,Canterbury,13800,14210,10340,72.8,12240,12600,9290,73.7,269360,38200,45100,15.3,16460,23360,3611878700
,Otago,12980,13470,9590,71.2,11470,11940,8760,73.4,99990,21200,17930,19.9,11850,8570,1248539000
,Southland,13060,13340,10710,80.3,11980,12110,10140,83.7,44560,7430,7100,16.4,4100,3780,563045600
1/12/2015,Northland,13250,13670,10230,74.8,11610,11990,9000,75.1,53540,8390,6290,14,4630,2530,666930700
,Auckland,16120,16670,12040,72.2,13460,13920,10200,73.3,696180,101720,85740,13.6,44290,28320,10654328700
,Waikato,14000,14420,10770,74.7,12310,12660,9690,76.5,170630,25870,20460,13.8,13000,7590,2274000800
,Bay of Plenty,13100,13560,10000,73.8,11520,11940,8980,75.2,116000,21170,16630,16.6,10770,6230,1415658600
,Gisborne,12390,12770,9240,72.4,10980,11330,8340,73.6,18470,3390,2600,16.6,1800,1010,208785000
,Hawke's Bay,12790,13170,9930,75.4,11510,11850,9000,76,66260,12770,8690,16.7,7020,2940,784285200
,Taranaki,14570,14970,10860,72.6,12440,12760,9310,73,48010,5940,5260,11.7,2740,2060,673796200
,Manawatu-Wanganui,12980,13350,9750,73,11670,12000,8820,73.5,94130,12820,11090,12.8,6090,4360,1159635300
,Wellington,16810,17250,13240,76.8,13980,14410,10590,73.5,236280,31190,27350,12.5,13540,9700,3830468900
,Tasman,12130,12510,9890,79.1,10770,11100,8950,80.6,17230,3470,2450,17.7,2030,1000,195992500
,Nelson,12850,13190,10070,76.4,11380,11710,9030,77.1,24430,3340,2990,13,1400,1040,305383700
,Marlborough,13070,13490,10020,74.3,11750,12070,9120,75.6,20680,4160,4060,19.9,1850,1750,252438800
,West Coast,13480,13880,10800,77.8,12090,12460,9710,77.9,13510,2050,1630,13.8,1090,670,177538500
,Canterbury,14300,14720,11190,76,12700,13030,10180,78.1,276220,40220,34170,13.6,18770,12730,3756835400
,Otago,13180,13600,10140,74.6,11700,12070,9090,75.3,96690,16210,15960,16.7,7390,7140,1194513700
,Southland,13060,13390,10750,80.3,12070,12340,10220,82.8,44340,7010,5030,13.9,4050,2070,550788800
1/09/2015,Northland,12790,13150,10050,76.4,11270,11590,8640,74.6,51440,6500,7510,13.5,2840,3850,638748300
,Auckland,15810,16390,11940,72.9,13020,13500,10080,74.7,680420,94120,93430,13.8,37600,36910,10451373200
,Waikato,13650,14050,11010,78.4,12080,12450,9890,79.4,165160,22780,23110,13.9,9720,10050,2191353800
,Bay of Plenty,12930,13390,10210,76.3,11320,11750,9020,76.8,111440,17290,22890,17.6,7440,13040,1379835700
,Gisborne,11920,12270,9510,77.5,10660,10980,8370,76.2,17690,2900,3210,17.1,1410,1720,200061300
,Hawke's Bay,12470,12680,9960,78.6,11200,11410,8910,78.1,62140,8820,12510,16.7,3780,7470,746371100
,Taranaki,14260,14670,10850,74,12200,12500,9950,79.6,47310,5700,6420,12.7,2510,3220,669399400
,Manawatu-Wanganui,12530,12890,9770,75.8,11200,11500,8860,77,92410,11890,11420,12.6,5480,5010,1121339700
,Wellington,16130,16540,13350,80.7,13540,13900,10940,78.7,232440,31060,31870,13.5,13380,14180,3674207600
,Tasman,11660,11960,9760,81.6,10430,10730,8400,78.3,16220,2410,3880,18.6,1150,2610,184942900
,Nelson,12900,13140,11190,85.2,11290,11520,9540,82.8,24060,3070,3330,13.2,1200,1450,303497500
,Marlborough,12630,13040,9980,76.5,11340,11640,9120,78.4,20580,3860,3470,18,2100,1710,247882200
,West Coast,13190,13420,11610,86.5,11870,12050,10410,86.4,13090,1630,2160,14.2,730,1260,172841700
,Canterbury,14010,14430,11200,77.6,12380,12710,10250,80.7,270190,37900,37580,14,15900,15580,3687150100
,Otago,12720,13110,10360,79,11310,11700,9110,77.9,96390,15780,14300,15.7,7660,6180,1175601400
,Southland,12510,12780,10440,81.7,11480,11720,9980,85.2,42320,5880,7300,15.3,2590,4010,517986900
1/06/2015,Northland,12440,13030,9790,75.1,11000,11520,8590,74.6,52450,8850,8050,16.2,4740,3940,630792700
,Auckland,15160,15940,11340,71.1,12690,13310,9620,72.3,679790,115840,96140,15.8,58840,39140,9981722700
,Waikato,13060,13680,10100,73.8,11620,12120,9050,74.7,165520,26280,25180,15.6,13320,12220,2095901500
,Bay of Plenty,12510,13140,9510,72.4,10940,11500,8510,74,117010,28500,18960,21.1,18220,8690,1367010600
,Gisborne,11560,12190,8730,71.6,10370,10930,7790,71.3,18000,3500,3660,19.8,1800,1970,197997400
,Hawke's Bay,11950,12510,9820,78.5,10800,11290,9150,81.1,65810,13250,13910,20.5,6550,7200,769622600
,Taranaki,14060,14610,11210,76.7,11970,12420,9480,76.3,48020,6620,6440,13.6,3340,3160,666265600
,Manawatu-Wanganui,12330,12920,9060,70.1,11050,11540,8330,72.2,91940,13580,13000,14.5,6850,6260,1096758700
,Wellington,15440,16220,11810,72.8,12880,13500,9850,73,233220,36080,30860,14.5,17640,12410,3530500000
,Tasman,11420,11960,8950,74.8,10340,10800,8420,78,17690,3780,3670,21.1,2060,1950,193081500
,Nelson,12060,12640,9340,73.9,10750,11260,8590,76.3,24310,4230,3670,16.5,2100,1540,287739200
,Marlborough,12360,12910,9810,76,11200,11660,8910,76.4,20190,4040,4130,20.2,1770,1860,243768800
,West Coast,12910,13460,9510,70.7,11560,12090,8310,68.7,13580,1780,2320,14.8,740,1280,176013600
,Canterbury,13490,14130,10290,72.8,12000,12520,9330,74.5,269910,44120,40690,15.8,21290,17870,3545685900
,Otago,12170,12910,8870,68.7,10890,11540,7810,67.7,94910,17250,17370,18.2,8880,9000,1123580900
,Southland,12270,12860,8980,69.8,11280,11860,8250,69.6,43730,6030,7360,15.1,3050,4370,529730000
1/03/2015,Northland,12110,12460,9760,78.3,10630,10990,8040,73.2,51620,7640,9060,16,3340,4760,604209100
,Auckland,14950,15460,10990,71.1,12360,12760,9000,70.5,660100,96120,105480,15.2,42380,51740,9507677200
,Waikato,12700,13090,9860,75.3,11250,11580,8690,75,164420,24210,28240,15.8,10720,14750,2008570400
,Bay of Plenty,12120,12530,9310,74.3,10610,11010,7850,71.3,107440,16930,20010,17,6930,10000,1247195100
,Gisborne,11360,11700,9030,77.2,10180,10470,8340,79.7,18180,3650,3680,20.1,1900,1930,193761200
,Hawke's Bay,11610,12120,9000,74.3,10490,11000,8460,76.9,66460,14250,12280,20.3,7460,5490,739902800
,Taranaki,14050,14480,10230,70.7,11570,11880,8840,74.4,47840,6400,7020,14,2850,3470,663326700
,Manawatu-Wanganui,11940,12260,9290,75.8,10730,11000,8270,75.2,91330,12460,13770,14.3,5510,6830,1047824500
,Wellington,15190,15620,11140,71.3,12650,13020,9140,70.2,228110,31970,36510,14.8,13900,18440,3355698700
,Tasman,11250,11700,8930,76.3,10070,10560,7850,74.3,17590,3860,3290,20.7,2110,1530,187725300
,Nelson,12250,12510,10590,84.7,10860,11140,8740,78.5,23750,3700,4270,16.6,1600,2170,282382100
,Marlborough,12080,12510,9230,73.8,10800,11300,8520,75.4,20270,4050,3790,19.5,1910,1660,229929600
,West Coast,12740,13140,9710,73.9,11440,11870,8760,73.8,14120,2060,2030,14.5,940,910,172361400
,Canterbury,13180,13580,10180,75,11680,12000,9220,76.8,266450,39460,43650,15.5,16630,20820,3387683800
,Otago,12220,12720,8860,69.7,10910,11320,8220,72.6,94990,17360,16160,17.8,8710,7510,1104702700
,Southland,12360,12630,10290,81.5,11450,11530,10040,87.1,45050,8100,6970,16.9,4620,3500,532996600
1/12/2014,Northland,13070,13510,9960,73.7,11490,11920,8760,73.5,53040,8250,6230,13.9,4550,2520,654372600
,Auckland,15900,16440,11640,70.8,13400,13830,9900,71.6,667210,95290,80700,13.3,43110,28520,10119568300
,Waikato,13900,14380,10350,72,12290,12700,9370,73.8,168430,26010,19820,13.9,13810,7630,2222495700
,Bay of Plenty,13040,13490,9830,72.9,11480,11920,8670,72.7,110500,18600,15830,15.8,9400,6630,1348902900
,Gisborne,12480,12850,9670,75.3,11130,11400,8600,75.4,18210,3350,2680,16.9,1760,1080,207554000
,Hawke's Bay,12670,13070,9560,73.1,11430,11780,8610,73.1,64480,12150,9080,16.9,6480,3420,765381200
,Taranaki,14810,15190,12210,80.4,12530,12860,10190,79.2,48420,6450,5750,12.7,3230,2530,694569400
,Manawatu-Wanganui,12920,13290,9810,73.8,11620,11980,8900,74.3,92580,12600,11470,13.1,6170,5040,1143584700
,Wellington,16490,16960,12490,73.6,13750,14170,10300,72.7,234950,29330,26420,11.9,12130,9230,3725470700
,Tasman,12050,12440,9840,79.1,10750,11050,9010,81.5,17000,3380,2360,17.4,2020,1000,192242000
,Nelson,12730,13070,9900,75.8,11230,11510,8920,77.5,24380,3730,3430,14.8,1740,1440,295678100
,Marlborough,12710,13100,10310,78.7,11440,11810,9470,80.2,20010,4090,4170,20.6,1770,1850,236258700
,West Coast,13660,14050,10770,76.7,12420,12860,9310,72.4,14080,2240,1590,13.9,1250,590,183729700
,Canterbury,14190,14610,11280,77.2,12620,13000,10260,78.9,270680,41070,34640,14.2,18910,12480,3652326100
,Otago,13130,13460,11220,83.4,11680,11980,9780,81.6,93830,15320,15330,16.3,7000,7010,1158194900
,Southland,12860,13240,10470,79.1,11940,12240,10090,82.4,43930,7020,5200,14.2,3780,1960,540400900
1/09/2014,Northland,12180,12550,9330,74.3,10820,11200,8230,73.5,51000,7090,7460,14.2,3190,3550,601885300
,Auckland,15280,15830,11300,71.4,12570,13010,9660,74.3,652680,89170,89250,13.7,36510,36590,9694617600
,Waikato,13070,13510,9810,72.6,11560,11930,9100,76.3,162250,23260,22790,14.2,10050,9590,2060333500
,Bay of Plenty,12280,12760,9130,71.6,10790,11250,8160,72.5,107740,16740,21140,17.2,6970,11370,1274841800
,Gisborne,11610,12030,8500,70.7,10400,10800,7800,72.2,17540,2950,3150,17.3,1420,1620,193501200
,Hawke's Bay,11940,12320,8680,70.5,10770,11110,7750,69.8,61420,8790,11820,16.4,3770,6800,709362800
,Taranaki,14130,14540,10840,74.6,11840,12160,9530,78.4,47700,6290,6200,13.1,2840,2750,661102600
,Manawatu-Wanganui,11970,12310,9070,73.7,10750,11030,8310,75.3,91440,12040,12080,13.2,5090,5130,1058968100
,Wellington,15630,16120,11540,71.6,13000,13440,9630,71.7,232060,29080,28870,12.5,10500,10290,3554243000
,Tasman,11290,11580,9140,78.9,10200,10450,8360,80,15970,2400,3980,19,950,2530,179069200
,Nelson,12320,12660,9670,76.4,10890,11210,8370,74.7,24080,3250,3300,13.6,1120,1170,287821100
,Marlborough,12060,12420,8970,72.2,10900,11260,8140,72.3,20100,3880,3430,18.4,2070,1620,230797000
,West Coast,12770,13120,10020,76.4,11640,12000,9310,77.6,13430,1780,2030,14.1,830,1080,172967300
,Canterbury,13420,13850,10330,74.6,11850,12210,9490,77.7,264200,39420,38630,14.8,16510,15720,3441244000
,Otago,12210,12680,8930,70.4,10850,11290,8010,71,93830,15950,13970,16.1,7780,5800,1105637600
,Southland,12060,12400,9400,75.8,11150,11440,9180,80.2,42110,6650,7370,16.5,3060,3770,493087700
1/06/2014,Northland,12170,12680,9990,78.8,10740,11250,8310,73.9,51340,8660,7260,15.7,4790,3400,600578500
,Auckland,14870,15620,10830,69.3,12500,13040,9350,71.7,652700,107160,86770,15.1,53960,33570,9406735300
,Waikato,12810,13430,9790,72.9,11320,11830,8690,73.5,161800,25020,23480,15.1,11910,10370,2003773400
,Bay of Plenty,12260,12890,8890,69,10770,11300,7900,69.9,112100,25120,16790,19.4,15480,7150,1277194100
,Gisborne,11390,12020,8580,71.4,10230,10760,7690,71.5,17740,3430,3650,19.9,1760,1970,189936900
,Hawke's Bay,11870,12480,8770,70.3,10690,11250,8120,72.2,64440,11130,12940,18.4,4720,6530,736271300
,Taranaki,14080,14680,10880,74.1,11740,12240,8970,73.3,47610,6590,6440,13.7,3150,3000,659551900
,Manawatu-Wanganui,12000,12560,8910,70.9,10690,11220,7960,70.9,91470,13410,12130,14.1,6570,5300,1057824800
,Wellington,15060,15800,11320,71.7,12600,13230,9360,70.8,231800,33630,28170,13.5,15320,9860,3408202200
,Tasman,11160,11680,8910,76.3,9980,10520,7970,75.8,17560,3520,3930,21,1660,2070,192188000
,Nelson,11950,12380,10360,83.7,10600,11020,8990,81.6,24130,3960,3310,15.3,1780,1130,280169600
,Marlborough,12050,12600,9320,74,10920,11360,8680,76.4,19640,4020,4290,21,1520,1800,232008600
,West Coast,12990,13570,9220,67.9,11750,12360,7990,64.6,13670,1690,2290,14.3,690,1290,175161900
,Canterbury,13150,13770,10150,73.7,11730,12260,9100,74.2,263540,42140,36880,15.1,19460,14200,3359012500
,Otago,12080,12810,8410,65.7,10770,11410,7410,64.9,91850,15320,15260,16.7,7550,7480,1072075600
,Southland,12040,12640,8430,66.7,11040,11600,7720,66.6,42840,6050,7300,15.4,2810,4060,511471300
1/03/2014,Northland,11740,12150,8820,72.6,10400,10780,7680,71.2,49940,7440,8690,16,3370,4610,573092300
,Auckland,14550,15030,10730,71.4,12020,12460,9100,73,632380,87970,101650,14.8,37670,51350,8894899800
,Waikato,12450,12870,9450,73.4,11000,11350,8390,73.9,160240,24020,27100,15.8,11030,14110,1922359200
,Bay of Plenty,11900,12310,9110,74,10400,10770,7810,72.5,103770,16120,19030,16.7,6700,9610,1176932900
,Gisborne,11250,11600,8740,75.3,10080,10380,8230,79.3,17980,3830,3710,21.1,2120,2000,187522800
,Hawke's Bay,11450,11930,8930,74.9,10230,10740,7970,74.2,66240,13930,11990,19.9,7150,5210,709937300
,Taranaki,14090,14400,11840,82.2,11520,11770,9210,78.3,47460,6390,6940,14,3100,3650,653915300
,Manawatu-Wanganui,11580,11870,9370,78.9,10400,10650,8260,77.6,90200,12500,13800,14.5,5560,6870,1002327100
,Wellington,15010,15410,11800,76.6,12470,12770,9750,76.4,226340,31700,36330,14.9,13210,17830,3283251000
,Tasman,10900,11380,8270,72.7,9800,10320,7850,76.1,17950,4280,3090,21.3,2470,1280,182339200
,Nelson,11690,12050,8880,73.7,10390,10690,7930,74.2,23480,3910,4240,17.2,1810,2140,269383000
,Marlborough,11610,11970,9420,78.7,10410,10830,8480,78.3,19920,4250,4100,21,1910,1770,218101600
,West Coast,12490,12870,9890,76.9,11380,11770,8740,74.3,14280,2130,2030,14.6,980,870,172969900
,Canterbury,12760,13150,9940,75.6,11300,11600,8990,77.5,258290,39000,41040,15.4,17270,19300,3180705400
,Otago,11840,12250,9330,76.2,10610,10960,8540,77.9,91770,15910,15160,17,7680,6940,1040181300
,Southland,11860,12180,9430,77.4,10920,11070,9030,81.6,44080,7730,6610,16.5,4330,3210,500579600
1/12/2013,Northland,12720,13130,9620,73.3,11250,11690,8460,72.4,51170,7840,5820,13.6,4230,2210,613575500
,Auckland,15560,16050,11790,73.5,13120,13530,9920,73.3,645930,92210,81440,13.6,41190,30420,9621713900
,Waikato,13540,13990,10090,72.1,11940,12320,9050,73.5,163320,25240,19090,13.8,13060,6900,2094506000
,Bay of Plenty,12820,13280,9680,72.9,11270,11720,8570,73.1,106750,17430,15140,15.4,8310,6020,1295740200
,Gisborne,12320,12680,9390,74.1,11020,11330,8490,74.9,17860,3220,2540,16.5,1750,1070,201610700
,Hawke's Bay,12390,12790,9390,73.4,11200,11570,8650,74.8,64320,12020,8840,16.6,6300,3120,744622500
,Taranaki,14710,14900,13850,93,12340,12600,10290,81.7,48020,6780,5250,12.7,3490,1960,683941300
,Manawatu-Wanganui,12530,12890,9520,73.9,11300,11620,8660,74.5,91490,13140,11250,13.5,6380,4500,1088914100
,Wellington,15840,16270,12350,75.9,13220,13590,10220,75.2,231070,30800,27890,12.8,13690,10780,3538518900
,Tasman,11700,12140,9000,74.1,10450,10860,8260,76.1,16750,3330,2260,17.2,1920,850,183784600
,Nelson,12340,12690,9260,73,11020,11310,8550,75.6,23820,3390,2990,13.5,1390,990,281773600
,Marlborough,12190,12580,9570,76.1,11080,11460,8630,75.3,19770,4130,4080,20.8,1930,1880,226369400
,West Coast,13320,13660,10770,78.8,12050,12480,9350,74.9,14170,2090,1510,13,1110,530,181574800
,Canterbury,13710,14100,11060,78.4,12200,12540,9930,79.2,260360,39800,32610,14.1,18570,11380,3406316100
,Otago,12640,13040,9770,74.9,11280,11660,8630,74,91020,14850,14880,16.3,6800,6820,1090151700
,Southland,12620,12980,10170,78.4,11600,11880,9900,83.3,42910,7130,4950,14.4,3930,1750,515895100
1/09/2013,Northland,11740,12090,9280,76.8,10460,10780,8080,75,49140,6430,7370,13.9,2830,3770,560730500
,Auckland,14720,15220,11230,73.8,12170,12560,9390,74.8,635220,82800,83600,13.1,31790,32590,9153574300
,Waikato,12550,12950,9710,75,11130,11460,8790,76.7,157120,22120,21420,13.9,9540,8830,1911445700
,Bay of Plenty,11930,12380,9230,74.6,10490,10910,8040,73.7,104500,15940,19560,16.7,6900,10520,1197360400
,Gisborne,11090,11470,8190,71.4,9890,10240,7250,70.8,17190,2920,3230,17.7,1460,1780,181298200
,Hawke's Bay,11410,11720,9060,77.3,10290,10600,7810,73.7,61160,8610,11760,16.3,3560,6700,674440100
,Taranaki,13380,13760,10340,75.2,11350,11700,8880,75.9,46490,6180,6390,13.5,2850,3070,622036100
,Manawatu-Wanganui,11520,11900,8280,69.6,10330,10670,7490,70.2,89550,11690,12110,13.3,4990,5410,1000674800
,Wellington,15150,15570,12160,78.1,12600,12930,10420,80.6,228190,28180,29050,12.5,10590,11460,3393376800
,Tasman,10900,11230,8890,79.2,9870,10230,8080,79,15690,2560,4050,20.1,1130,2630,166094100
,Nelson,11750,12090,9080,75.1,10370,10620,7810,73.5,23400,2970,3330,13.4,1060,1420,268658500
,Marlborough,11640,12000,8980,74.8,10480,10840,8310,76.7,19710,3850,3500,18.8,2020,1670,217844600
