"date","index","area","level","measure","freq","area_number"
2020-12-31,2.16285460578009,"South Waikato District","Territorial Local Authority","flow","Monthly",19
2021-01-31,2.25082299440589,"South Waikato District","Territorial Local Authority","flow","Monthly",19
2021-02-28,2.43417788235025,"South Waikato District","Territorial Local Authority","flow","Monthly",19
2021-03-31,2.26991077868285,"South Waikato District","Territorial Local Authority","flow","Monthly",19
2021-04-30,2.3733454597228,"South Waikato District","Territorial Local Authority","flow","Monthly",19
2021-05-31,2.36042906981025,"South Waikato District","Territorial Local Authority","flow","Monthly",19
2021-06-30,2.30089870544776,"South Waikato District","Territorial Local Authority","flow","Monthly",19
2021-07-31,2.4168707531199,"South Waikato District","Territorial Local Authority","flow","Monthly",19
2021-08-31,2.41322659352377,"South Waikato District","Territorial Local Authority","flow","Monthly",19
2021-09-30,2.80323710474013,"South Waikato District","Territorial Local Authority","flow","Monthly",19
2021-10-31,2.45661626579443,"South Waikato District","Territorial Local Authority","flow","Monthly",19
2021-11-30,2.70860698260225,"South Waikato District","Territorial Local Authority","flow","Monthly",19
2021-12-31,2.41938134939901,"South Waikato District","Territorial Local Authority","flow","Monthly",19
2022-01-31,2.52325433685755,"South Waikato District","Territorial Local Authority","flow","Monthly",19
2000-12-31,0.666441832198619,"Southland Region","Regional Council","flow","Monthly",15
2001-01-31,0.6624345599853,"Southland Region","Regional Council","flow","Monthly",15
2001-02-28,0.701625487040712,"Southland Region","Regional Council","flow","Monthly",15
2001-03-31,0.685780449830442,"Southland Region","Regional Council","flow","Monthly",15
2001-04-30,0.69174829297746,"Southland Region","Regional Council","flow","Monthly",15
2001-05-31,0.699908221336292,"Southland Region","Regional Council","flow","Monthly",15
2001-06-30,0.70295943965033,"Southland Region","Regional Council","flow","Monthly",15
2001-07-31,0.712072095941274,"Southland Region","Regional Council","flow","Monthly",15
2001-08-31,0.701627399953841,"Southland Region","Regional Council","flow","Monthly",15
2001-09-30,0.712200385880657,"Southland Region","Regional Council","flow","Monthly",15
2001-10-31,0.727310574054218,"Southland Region","Regional Council","flow","Monthly",15
2001-11-30,0.722062350136581,"Southland Region","Regional Council","flow","Monthly",15
2001-12-31,0.747437538497241,"Southland Region","Regional Council","flow","Monthly",15
2002-01-31,0.768848979171472,"Southland Region","Regional Council","flow","Monthly",15
2002-02-28,0.792934158254917,"Southland Region","Regional Council","flow","Monthly",15
2002-03-31,0.823736255911928,"Southland Region","Regional Council","flow","Monthly",15
2002-04-30,0.80191792841068,"Southland Region","Regional Council","flow","Monthly",15
2002-05-31,0.804907810692225,"Southland Region","Regional Council","flow","Monthly",15
2002-06-30,0.820638413552,"Southland Region","Regional Council","flow","Monthly",15
2002-07-31,0.823110246028453,"Southland Region","Regional Council","flow","Monthly",15
2002-08-31,0.832603479479581,"Southland Region","Regional Council","flow","Monthly",15
2002-09-30,0.827028640395153,"Southland Region","Regional Council","flow","Monthly",15
2002-10-31,0.876999797345011,"Southland Region","Regional Council","flow","Monthly",15
2002-11-30,0.862287691381362,"Southland Region","Regional Council","flow","Monthly",15
2002-12-31,0.859617124488302,"Southland Region","Regional Council","flow","Monthly",15
2003-01-31,0.876047751794675,"Southland Region","Regional Council","flow","Monthly",15
2003-02-28,0.930405581840442,"Southland Region","Regional Council","flow","Monthly",15
2003-03-31,0.921083874050484,"Southland Region","Regional Council","flow","Monthly",15
2003-04-30,0.941733254118956,"Southland Region","Regional Council","flow","Monthly",15
2003-05-31,0.93636953175123,"Southland Region","Regional Council","flow","Monthly",15
2003-06-30,0.922612939072317,"Southland Region","Regional Council","flow","Monthly",15
2003-07-31,0.935692155123073,"Southland Region","Regional Council","flow","Monthly",15
2003-08-31,0.942103520900113,"Southland Region","Regional Council","flow","Monthly",15
2003-09-30,0.937529624685401,"Southland Region","Regional Council","flow","Monthly",15
2003-10-31,0.951642352917879,"Southland Region","Regional Council","flow","Monthly",15
2003-11-30,0.937009014508129,"Southland Region","Regional Council","flow","Monthly",15
2003-12-31,0.949335546120686,"Southland Region","Regional Council","flow","Monthly",15
2004-01-31,0.978586768260073,"Southland Region","Regional Council","flow","Monthly",15
2004-02-29,0.961213693025044,"Southland Region","Regional Council","flow","Monthly",15
2004-03-31,0.971655802960282,"Southland Region","Regional Council","flow","Monthly",15
2004-04-30,0.955027629684527,"Southland Region","Regional Council","flow","Monthly",15
2004-05-31,0.975146295701819,"Southland Region","Regional Council","flow","Monthly",15
2004-06-30,0.967837005962581,"Southland Region","Regional Council","flow","Monthly",15
2004-07-31,0.970842662795183,"Southland Region","Regional Council","flow","Monthly",15
2004-08-31,0.932401646276167,"Southland Region","Regional Council","flow","Monthly",15
2004-09-30,0.955442157539578,"Southland Region","Regional Council","flow","Monthly",15
2004-10-31,0.978408532499426,"Southland Region","Regional Council","flow","Monthly",15
2004-11-30,0.954029856652037,"Southland Region","Regional Council","flow","Monthly",15
2004-12-31,0.938340298276663,"Southland Region","Regional Council","flow","Monthly",15
2005-01-31,0.973112441851751,"Southland Region","Regional Council","flow","Monthly",15
2005-02-28,0.946566960536181,"Southland Region","Regional Council","flow","Monthly",15
2005-03-31,0.967470396407249,"Southland Region","Regional Council","flow","Monthly",15
2005-04-30,0.964193848037953,"Southland Region","Regional Council","flow","Monthly",15
2005-05-31,0.953135310580295,"Southland Region","Regional Council","flow","Monthly",15
2005-06-30,0.964091603485442,"Southland Region","Regional Council","flow","Monthly",15
2005-07-31,0.954528276078315,"Southland Region","Regional Council","flow","Monthly",15
2005-08-31,0.951286357131761,"Southland Region","Regional Council","flow","Monthly",15
2005-09-30,0.912635849854888,"Southland Region","Regional Council","flow","Monthly",15
2005-10-31,0.940561409855085,"Southland Region","Regional Council","flow","Monthly",15
2005-11-30,0.952674752030277,"Southland Region","Regional Council","flow","Monthly",15
2005-12-31,0.944464007460707,"Southland Region","Regional Council","flow","Monthly",15
2006-01-31,0.956559725540401,"Southland Region","Regional Council","flow","Monthly",15
2006-02-28,0.971972929626053,"Southland Region","Regional Council","flow","Monthly",15
2006-03-31,0.996267406396716,"Southland Region","Regional Council","flow","Monthly",15
2006-04-30,0.979418479279286,"Southland Region","Regional Council","flow","Monthly",15
2006-05-31,0.959381514613145,"Southland Region","Regional Council","flow","Monthly",15
2006-06-30,1.00637827091378,"Southland Region","Regional Council","flow","Monthly",15
2006-07-31,1.00657659557995,"Southland Region","Regional Council","flow","Monthly",15
2006-08-31,0.986996576082541,"Southland Region","Regional Council","flow","Monthly",15
2006-09-30,0.990336535897957,"Southland Region","Regional Council","flow","Monthly",15
2006-10-31,0.977644429967243,"Southland Region","Regional Council","flow","Monthly",15
2006-11-30,1,"Southland Region","Regional Council","flow","Monthly",15
2006-12-31,1.02301894452426,"Southland Region","Regional Council","flow","Monthly",15
2007-01-31,1.0102644461516,"Southland Region","Regional Council","flow","Monthly",15
2007-02-28,1.007678064631,"Southland Region","Regional Council","flow","Monthly",15
2007-03-31,1.02029484855802,"Southland Region","Regional Council","flow","Monthly",15
2007-04-30,1.03977487570814,"Southland Region","Regional Council","flow","Monthly",15
2007-05-31,1.04167731074584,"Southland Region","Regional Council","flow","Monthly",15
2007-06-30,1.06830061235759,"Southland Region","Regional Council","flow","Monthly",15
2007-07-31,1.05503217721367,"Southland Region","Regional Council","flow","Monthly",15
2007-08-31,1.04130820646005,"Southland Region","Regional Council","flow","Monthly",15
2007-09-30,1.0676133886019,"Southland Region","Regional Council","flow","Monthly",15
2007-10-31,1.07009598816085,"Southland Region","Regional Council","flow","Monthly",15
2007-11-30,1.07461470221389,"Southland Region","Regional Council","flow","Monthly",15
2007-12-31,1.06757314646518,"Southland Region","Regional Council","flow","Monthly",15
2008-01-31,1.07610127941082,"Southland Region","Regional Council","flow","Monthly",15
2008-02-29,1.11200065597169,"Southland Region","Regional Council","flow","Monthly",15
2008-03-31,1.10122224680774,"Southland Region","Regional Council","flow","Monthly",15
2008-04-30,1.11506964348334,"Southland Region","Regional Council","flow","Monthly",15
2008-05-31,1.09716335317016,"Southland Region","Regional Council","flow","Monthly",15
2008-06-30,1.09627629231874,"Southland Region","Regional Council","flow","Monthly",15
2008-07-31,1.09799695452693,"Southland Region","Regional Council","flow","Monthly",15
2008-08-31,1.11364461943178,"Southland Region","Regional Council","flow","Monthly",15
2008-09-30,1.10576373243504,"Southland Region","Regional Council","flow","Monthly",15
2008-10-31,1.11535087286189,"Southland Region","Regional Council","flow","Monthly",15
2008-11-30,1.11510477627133,"Southland Region","Regional Council","flow","Monthly",15
2008-12-31,1.09967120584811,"Southland Region","Regional Council","flow","Monthly",15
2009-01-31,1.10975693656937,"Southland Region","Regional Council","flow","Monthly",15
2009-02-28,1.10253191450471,"Southland Region","Regional Council","flow","Monthly",15
2009-03-31,1.11694896851535,"Southland Region","Regional Council","flow","Monthly",15
2009-04-30,1.13175841551816,"Southland Region","Regional Council","flow","Monthly",15
2009-05-31,1.13900698984291,"Southland Region","Regional Council","flow","Monthly",15
2009-06-30,1.12792646329217,"Southland Region","Regional Council","flow","Monthly",15
2009-07-31,1.12550972655819,"Southland Region","Regional Council","flow","Monthly",15
2009-08-31,1.11816044439117,"Southland Region","Regional Council","flow","Monthly",15
2009-09-30,1.12435779254391,"Southland Region","Regional Council","flow","Monthly",15
2009-10-31,1.13607320789666,"Southland Region","Regional Council","flow","Monthly",15
2009-11-30,1.13107420341151,"Southland Region","Regional Council","flow","Monthly",15
2009-12-31,1.1364372663279,"Southland Region","Regional Council","flow","Monthly",15
2010-01-31,1.12477178913809,"Southland Region","Regional Council","flow","Monthly",15
2010-02-28,1.15819453351533,"Southland Region","Regional Council","flow","Monthly",15
2010-03-31,1.14330532084335,"Southland Region","Regional Council","flow","Monthly",15
2010-04-30,1.15995588960713,"Southland Region","Regional Council","flow","Monthly",15
2010-05-31,1.14686300011937,"Southland Region","Regional Council","flow","Monthly",15
2010-06-30,1.14508967389354,"Southland Region","Regional Council","flow","Monthly",15
2010-07-31,1.15076761835869,"Southland Region","Regional Council","flow","Monthly",15
2010-08-31,1.1187737267836,"Southland Region","Regional Council","flow","Monthly",15
2010-09-30,1.13487307804253,"Southland Region","Regional Council","flow","Monthly",15
2010-10-31,1.16855062277832,"Southland Region","Regional Council","flow","Monthly",15
2010-11-30,1.16050930066437,"Southland Region","Regional Council","flow","Monthly",15
2010-12-31,1.14309296375803,"Southland Region","Regional Council","flow","Monthly",15
2011-01-31,1.14714637579946,"Southland Region","Regional Council","flow","Monthly",15
2011-02-28,1.14496554703792,"Southland Region","Regional Council","flow","Monthly",15
2011-03-31,1.13505204247984,"Southland Region","Regional Council","flow","Monthly",15
2011-04-30,1.14528318523011,"Southland Region","Regional Council","flow","Monthly",15
2011-05-31,1.18092281815104,"Southland Region","Regional Council","flow","Monthly",15
2011-06-30,1.14869618890305,"Southland Region","Regional Council","flow","Monthly",15
2011-07-31,1.16790981854281,"Southland Region","Regional Council","flow","Monthly",15
2011-08-31,1.1512795242207,"Southland Region","Regional Council","flow","Monthly",15
2011-09-30,1.16738965612415,"Southland Region","Regional Council","flow","Monthly",15
2011-10-31,1.15312734243503,"Southland Region","Regional Council","flow","Monthly",15
2011-11-30,1.15790230106836,"Southland Region","Regional Council","flow","Monthly",15
2011-12-31,1.16516719981901,"Southland Region","Regional Council","flow","Monthly",15
2012-01-31,1.15773315027023,"Southland Region","Regional Council","flow","Monthly",15
2012-02-29,1.18138764511135,"Southland Region","Regional Council","flow","Monthly",15
2012-03-31,1.17025346709578,"Southland Region","Regional Council","flow","Monthly",15
2012-04-30,1.16077084112813,"Southland Region","Regional Council","flow","Monthly",15
2012-05-31,1.17184851044787,"Southland Region","Regional Council","flow","Monthly",15
2012-06-30,1.16000876650438,"Southland Region","Regional Council","flow","Monthly",15
2012-07-31,1.18057627796471,"Southland Region","Regional Council","flow","Monthly",15
2012-08-31,1.14983896871092,"Southland Region","Regional Council","flow","Monthly",15
2012-09-30,1.1722534266799,"Southland Region","Regional Council","flow","Monthly",15
2012-10-31,1.17616747896389,"Southland Region","Regional Council","flow","Monthly",15
2012-11-30,1.17693494659901,"Southland Region","Regional Council","flow","Monthly",15
2012-12-31,1.16240899371688,"Southland Region","Regional Council","flow","Monthly",15
2013-01-31,1.17322047898311,"Southland Region","Regional Council","flow","Monthly",15
2013-02-28,1.18533740752992,"Southland Region","Regional Council","flow","Monthly",15
2013-03-31,1.20134071879526,"Southland Region","Regional Council","flow","Monthly",15
2013-04-30,1.19067425143806,"Southland Region","Regional Council","flow","Monthly",15
2013-05-31,1.17044210505976,"Southland Region","Regional Council","flow","Monthly",15
2013-06-30,1.19433232802267,"Southland Region","Regional Council","flow","Monthly",15
2013-07-31,1.16994450526576,"Southland Region","Regional Council","flow","Monthly",15
2013-08-31,1.18391401451562,"Southland Region","Regional Council","flow","Monthly",15
2013-09-30,1.18982859793947,"Southland Region","Regional Council","flow","Monthly",15
2013-10-31,1.20456680009214,"Southland Region","Regional Council","flow","Monthly",15
2013-11-30,1.19243300100416,"Southland Region","Regional Council","flow","Monthly",15
2013-12-31,1.19418138628709,"Southland Region","Regional Council","flow","Monthly",15
2014-01-31,1.19122525264509,"Southland Region","Regional Council","flow","Monthly",15
2014-02-28,1.18836278524813,"Southland Region","Regional Council","flow","Monthly",15
2014-03-31,1.18620998643333,"Southland Region","Regional Council","flow","Monthly",15
2014-04-30,1.21786969509043,"Southland Region","Regional Council","flow","Monthly",15
2014-05-31,1.20052599589013,"Southland Region","Regional Council","flow","Monthly",15
2014-06-30,1.20748784407992,"Southland Region","Regional Council","flow","Monthly",15
2014-07-31,1.21278022183349,"Southland Region","Regional Council","flow","Monthly",15
2014-08-31,1.20971384718936,"Southland Region","Regional Council","flow","Monthly",15
2014-09-30,1.21797278851002,"Southland Region","Regional Council","flow","Monthly",15
2014-10-31,1.19988191642048,"Southland Region","Regional Council","flow","Monthly",15
2014-11-30,1.20866578536792,"Southland Region","Regional Council","flow","Monthly",15
2014-12-31,1.21968706693369,"Southland Region","Regional Council","flow","Monthly",15
2015-01-31,1.20783510732219,"Southland Region","Regional Council","flow","Monthly",15
2015-02-28,1.21943137242336,"Southland Region","Regional Council","flow","Monthly",15
2015-03-31,1.21090024334017,"Southland Region","Regional Council","flow","Monthly",15
2015-04-30,1.22636987388237,"Southland Region","Regional Council","flow","Monthly",15
2015-05-31,1.23679890649523,"Southland Region","Regional Council","flow","Monthly",15
2015-06-30,1.23590035902923,"Southland Region","Regional Council","flow","Monthly",15
2015-07-31,1.23519771907009,"Southland Region","Regional Council","flow","Monthly",15
2015-08-31,1.23646982733663,"Southland Region","Regional Council","flow","Monthly",15
2015-09-30,1.23964140610232,"Southland Region","Regional Council","flow","Monthly",15
2015-10-31,1.26069999930139,"Southland Region","Regional Council","flow","Monthly",15
2015-11-30,1.24913343067569,"Southland Region","Regional Council","flow","Monthly",15
2015-12-31,1.24899178756475,"Southland Region","Regional Council","flow","Monthly",15
2016-01-31,1.25036105349912,"Southland Region","Regional Council","flow","Monthly",15
2016-02-29,1.25360170562706,"Southland Region","Regional Council","flow","Monthly",15
2016-03-31,1.260035505788,"Southland Region","Regional Council","flow","Monthly",15
2016-04-30,1.28792727281642,"Southland Region","Regional Council","flow","Monthly",15
2016-05-31,1.27757546331474,"Southland Region","Regional Council","flow","Monthly",15
2016-06-30,1.31263494549522,"Southland Region","Regional Council","flow","Monthly",15
2016-07-31,1.28290176846596,"Southland Region","Regional Council","flow","Monthly",15
2016-08-31,1.31470793433618,"Southland Region","Regional Council","flow","Monthly",15
2016-09-30,1.3047242161481,"Southland Region","Regional Council","flow","Monthly",15
2016-10-31,1.28731622740919,"Southland Region","Regional Council","flow","Monthly",15
2016-11-30,1.3144260205874,"Southland Region","Regional Council","flow","Monthly",15
2016-12-31,1.30489791164574,"Southland Region","Regional Council","flow","Monthly",15
2017-01-31,1.28076217574457,"Southland Region","Regional Council","flow","Monthly",15
2017-02-28,1.31987780163174,"Southland Region","Regional Council","flow","Monthly",15
2017-03-31,1.35717859151475,"Southland Region","Regional Council","flow","Monthly",15
2017-04-30,1.3343899026649,"Southland Region","Regional Council","flow","Monthly",15
2017-05-31,1.34325894675973,"Southland Region","Regional Council","flow","Monthly",15
2017-06-30,1.33747133621126,"Southland Region","Regional Council","flow","Monthly",15
2017-07-31,1.34621553861932,"Southland Region","Regional Council","flow","Monthly",15
2017-08-31,1.34499527575053,"Southland Region","Regional Council","flow","Monthly",15
2017-09-30,1.3469366732857,"Southland Region","Regional Council","flow","Monthly",15
2017-10-31,1.35063648631662,"Southland Region","Regional Council","flow","Monthly",15
2017-11-30,1.36201209231008,"Southland Region","Regional Council","flow","Monthly",15
2017-12-31,1.36289734310131,"Southland Region","Regional Council","flow","Monthly",15
2018-01-31,1.36617624425683,"Southland Region","Regional Council","flow","Monthly",15
2018-02-28,1.38713155949732,"Southland Region","Regional Council","flow","Monthly",15
2018-03-31,1.39586397915103,"Southland Region","Regional Council","flow","Monthly",15
2018-04-30,1.4568140829241,"Southland Region","Regional Council","flow","Monthly",15
2018-05-31,1.42558376456249,"Southland Region","Regional Council","flow","Monthly",15
2018-06-30,1.41929659550062,"Southland Region","Regional Council","flow","Monthly",15
2018-07-31,1.40391939510934,"Southland Region","Regional Council","flow","Monthly",15
2018-08-31,1.44968376620686,"Southland Region","Regional Council","flow","Monthly",15
2018-09-30,1.45034683611656,"Southland Region","Regional Council","flow","Monthly",15
2018-10-31,1.46281748232066,"Southland Region","Regional Council","flow","Monthly",15
2018-11-30,1.49550896361202,"Southland Region","Regional Council","flow","Monthly",15
2018-12-31,1.45797177591958,"Southland Region","Regional Council","flow","Monthly",15
2019-01-31,1.47609185042782,"Southland Region","Regional Council","flow","Monthly",15
2019-02-28,1.50597193542835,"Southland Region","Regional Council","flow","Monthly",15
2019-03-31,1.55216703398376,"Southland Region","Regional Council","flow","Monthly",15
2019-04-30,1.54643912921434,"Southland Region","Regional Council","flow","Monthly",15
2019-05-31,1.5696921667998,"Southland Region","Regional Council","flow","Monthly",15
2019-06-30,1.57652376706629,"Southland Region","Regional Council","flow","Monthly",15
2019-07-31,1.6026612743657,"Southland Region","Regional Council","flow","Monthly",15
2019-08-31,1.5824435809495,"Southland Region","Regional Council","flow","Monthly",15
2019-09-30,1.56560218696357,"Southland Region","Regional Council","flow","Monthly",15
2019-10-31,1.58693688668028,"Southland Region","Regional Council","flow","Monthly",15
2019-11-30,1.65016488024795,"Southland Region","Regional Council","flow","Monthly",15
2019-12-31,1.64801252866013,"Southland Region","Regional Council","flow","Monthly",15
2020-01-31,1.6413721430291,"Southland Region","Regional Council","flow","Monthly",15
2020-02-29,1.64729065940335,"Southland Region","Regional Council","flow","Monthly",15
2020-03-31,1.73367564690872,"Southland Region","Regional Council","flow","Monthly",15
2020-04-30,1.84893031200298,"Southland Region","Regional Council","flow","Monthly",15
2020-05-31,1.6939117785001,"Southland Region","Regional Council","flow","Monthly",15
2020-06-30,1.67354363185105,"Southland Region","Regional Council","flow","Monthly",15
2020-07-31,1.68716197701769,"Southland Region","Regional Council","flow","Monthly",15
2020-08-31,1.70613099684007,"Southland Region","Regional Council","flow","Monthly",15
2020-09-30,1.73020017789038,"Southland Region","Regional Council","flow","Monthly",15
2020-10-31,1.76267877616093,"Southland Region","Regional Council","flow","Monthly",15
2020-11-30,1.76358597868599,"Southland Region","Regional Council","flow","Monthly",15
2020-12-31,1.8406884467493,"Southland Region","Regional Council","flow","Monthly",15
2021-01-31,1.74992722454386,"Southland Region","Regional Council","flow","Monthly",15
2021-02-28,1.78509603121817,"Southland Region","Regional Council","flow","Monthly",15
2021-03-31,1.83294880840517,"Southland Region","Regional Council","flow","Monthly",15
2021-04-30,1.80738722925345,"Southland Region","Regional Council","flow","Monthly",15
2021-05-31,1.92649676830707,"Southland Region","Regional Council","flow","Monthly",15
2021-06-30,1.83341495571843,"Southland Region","Regional Council","flow","Monthly",15
2021-07-31,1.84405355598065,"Southland Region","Regional Council","flow","Monthly",15
2021-08-31,1.90407965265698,"Southland Region","Regional Council","flow","Monthly",15
2021-09-30,1.89544027776061,"Southland Region","Regional Council","flow","Monthly",15
2021-10-31,1.93425343238607,"Southland Region","Regional Council","flow","Monthly",15
2021-11-30,1.92573265092309,"Southland Region","Regional Council","flow","Monthly",15
2021-12-31,1.95127349995322,"Southland Region","Regional Council","flow","Monthly",15
2022-01-31,1.90405495778151,"Southland Region","Regional Council","flow","Monthly",15
2000-12-31,0.692830267815603,"Southland District","Territorial Local Authority","flow","Monthly",73
2001-01-31,0.704063423708358,"Southland District","Territorial Local Authority","flow","Monthly",73
2001-02-28,0.654563837969874,"Southland District","Territorial Local Authority","flow","Monthly",73
2001-03-31,0.667307739202474,"Southland District","Territorial Local Authority","flow","Monthly",73
2001-04-30,0.678866895583731,"Southland District","Territorial Local Authority","flow","Monthly",73
2001-05-31,0.660097790075063,"Southland District","Territorial Local Authority","flow","Monthly",73
2001-06-30,0.656081378826119,"Southland District","Territorial Local Authority","flow","Monthly",73
2001-07-31,0.816755673579298,"Southland District","Territorial Local Authority","flow","Monthly",73
2001-08-31,0.668994930873864,"Southland District","Territorial Local Authority","flow","Monthly",73
2001-09-30,0.660075095493361,"Southland District","Territorial Local Authority","flow","Monthly",73
2001-10-31,0.725226136647001,"Southland District","Territorial Local Authority","flow","Monthly",73
2001-11-30,0.682688601141648,"Southland District","Territorial Local Authority","flow","Monthly",73
2001-12-31,0.715900656130606,"Southland District","Territorial Local Authority","flow","Monthly",73
2002-01-31,0.726208630098854,"Southland District","Territorial Local Authority","flow","Monthly",73
2002-02-28,0.729759536102236,"Southland District","Territorial Local Authority","flow","Monthly",73
2002-03-31,0.768669451104474,"Southland District","Territorial Local Authority","flow","Monthly",73
2002-04-30,0.683625311192498,"Southland District","Territorial Local Authority","flow","Monthly",73
2002-05-31,0.735015330685118,"Southland District","Territorial Local Authority","flow","Monthly",73
2002-06-30,0.717212017119711,"Southland District","Territorial Local Authority","flow","Monthly",73
2002-07-31,0.719104835288295,"Southland District","Territorial Local Authority","flow","Monthly",73
2002-08-31,0.690949171094372,"Southland District","Territorial Local Authority","flow","Monthly",73
2002-09-30,0.695108523662242,"Southland District","Territorial Local Authority","flow","Monthly",73
2002-10-31,0.788906182955738,"Southland District","Territorial Local Authority","flow","Monthly",73
2002-11-30,0.746551458878274,"Southland District","Territorial Local Authority","flow","Monthly",73
2002-12-31,0.754308601670815,"Southland District","Territorial Local Authority","flow","Monthly",73
2003-01-31,0.739493042881516,"Southland District","Territorial Local Authority","flow","Monthly",73
2003-02-28,0.834776716207752,"Southland District","Territorial Local Authority","flow","Monthly",73
2003-03-31,0.782233681062469,"Southland District","Territorial Local Authority","flow","Monthly",73
2003-04-30,0.810925985603435,"Southland District","Territorial Local Authority","flow","Monthly",73
2003-05-31,0.847044487818412,"Southland District","Territorial Local Authority","flow","Monthly",73
2003-06-30,0.807094403643513,"Southland District","Territorial Local Authority","flow","Monthly",73
2003-07-31,0.764233377028452,"Southland District","Territorial Local Authority","flow","Monthly",73
2003-08-31,0.859510331708553,"Southland District","Territorial Local Authority","flow","Monthly",73
2003-09-30,0.941069640176293,"Southland District","Territorial Local Authority","flow","Monthly",73
2003-10-31,0.893109025049092,"Southland District","Territorial Local Authority","flow","Monthly",73
2003-11-30,0.817373146866111,"Southland District","Territorial Local Authority","flow","Monthly",73
2003-12-31,0.923394261023482,"Southland District","Territorial Local Authority","flow","Monthly",73
2004-01-31,0.915681486908971,"Southland District","Territorial Local Authority","flow","Monthly",73
2004-02-29,0.88495869773562,"Southland District","Territorial Local Authority","flow","Monthly",73
2004-03-31,1.01775705366074,"Southland District","Territorial Local Authority","flow","Monthly",73
2004-04-30,0.920027159207072,"Southland District","Territorial Local Authority","flow","Monthly",73
2004-05-31,0.920304035696134,"Southland District","Territorial Local Authority","flow","Monthly",73
2004-06-30,0.862137113891282,"Southland District","Territorial Local Authority","flow","Monthly",73
2004-07-31,0.890579707012301,"Southland District","Territorial Local Authority","flow","Monthly",73
2004-08-31,0.900094757423433,"Southland District","Territorial Local Authority","flow","Monthly",73
2004-09-30,0.894171074734901,"Southland District","Territorial Local Authority","flow","Monthly",73
2004-10-31,0.987401331602734,"Southland District","Territorial Local Authority","flow","Monthly",73
2004-11-30,0.928167418872382,"Southland District","Territorial Local Authority","flow","Monthly",73
2004-12-31,1.0446234707086,"Southland District","Territorial Local Authority","flow","Monthly",73
2005-01-31,1.09391198883406,"Southland District","Territorial Local Authority","flow","Monthly",73
2005-02-28,0.907018969847456,"Southland District","Territorial Local Authority","flow","Monthly",73
2005-03-31,1.02912210488454,"Southland District","Territorial Local Authority","flow","Monthly",73
2005-04-30,0.987026246089812,"Southland District","Territorial Local Authority","flow","Monthly",73
2005-05-31,0.991810156621347,"Southland District","Territorial Local Authority","flow","Monthly",73
2005-06-30,0.956071066132125,"Southland District","Territorial Local Authority","flow","Monthly",73
2005-07-31,0.968882470516914,"Southland District","Territorial Local Authority","flow","Monthly",73
2005-08-31,0.99757311148626,"Southland District","Territorial Local Authority","flow","Monthly",73
2005-09-30,0.91525120529023,"Southland District","Territorial Local Authority","flow","Monthly",73
2005-10-31,0.94316210016008,"Southland District","Territorial Local Authority","flow","Monthly",73
2005-11-30,0.996536407548801,"Southland District","Territorial Local Authority","flow","Monthly",73
2005-12-31,0.976829377911439,"Southland District","Territorial Local Authority","flow","Monthly",73
2006-01-31,0.980796883135902,"Southland District","Territorial Local Authority","flow","Monthly",73
2006-02-28,1.03597466362846,"Southland District","Territorial Local Authority","flow","Monthly",73
2006-03-31,1.0170713210297,"Southland District","Territorial Local Authority","flow","Monthly",73
2006-04-30,0.946220871790481,"Southland District","Territorial Local Authority","flow","Monthly",73
2006-05-31,0.981561943046039,"Southland District","Territorial Local Authority","flow","Monthly",73
2006-06-30,1.04017919803628,"Southland District","Territorial Local Authority","flow","Monthly",73
2006-07-31,0.985845271252064,"Southland District","Territorial Local Authority","flow","Monthly",73
2006-08-31,1.00386756369611,"Southland District","Territorial Local Authority","flow","Monthly",73
2006-09-30,0.986515135287446,"Southland District","Territorial Local Authority","flow","Monthly",73
2006-10-31,1.00906473211691,"Southland District","Territorial Local Authority","flow","Monthly",73
2006-11-30,1,"Southland District","Territorial Local Authority","flow","Monthly",73
2006-12-31,1.01221897404512,"Southland District","Territorial Local Authority","flow","Monthly",73
2007-01-31,0.948769263637998,"Southland District","Territorial Local Authority","flow","Monthly",73
2007-02-28,0.982987925769874,"Southland District","Territorial Local Authority","flow","Monthly",73
2007-03-31,0.951948954869908,"Southland District","Territorial Local Authority","flow","Monthly",73
2007-04-30,1.02982746207585,"Southland District","Territorial Local Authority","flow","Monthly",73
2007-05-31,0.937761860942797,"Southland District","Territorial Local Authority","flow","Monthly",73
2007-06-30,0.995656524116647,"Southland District","Territorial Local Authority","flow","Monthly",73
2007-07-31,1.02872582150714,"Southland District","Territorial Local Authority","flow","Monthly",73
2007-08-31,1.00806138799462,"Southland District","Territorial Local Authority","flow","Monthly",73
2007-09-30,0.99107089707415,"Southland District","Territorial Local Authority","flow","Monthly",73
2007-10-31,1.06861293783306,"Southland District","Territorial Local Authority","flow","Monthly",73
2007-11-30,1.05232246653267,"Southland District","Territorial Local Authority","flow","Monthly",73
2007-12-31,1.17556143138537,"Southland District","Territorial Local Authority","flow","Monthly",73
2008-01-31,1.26647696627256,"Southland District","Territorial Local Authority","flow","Monthly",73
2008-02-29,1.07767187146137,"Southland District","Territorial Local Authority","flow","Monthly",73
2008-03-31,1.16003608562079,"Southland District","Territorial Local Authority","flow","Monthly",73
2008-04-30,1.07686190184061,"Southland District","Territorial Local Authority","flow","Monthly",73
2008-05-31,1.14334966350883,"Southland District","Territorial Local Authority","flow","Monthly",73
2008-06-30,1.08900716115789,"Southland District","Territorial Local Authority","flow","Monthly",73
